"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"7/31/2023","7/31/2023","7/31/2023","SPY","Cash Div: R/D 2023-06-20 P/D 2023-07-31 - 0.012425 shares at 1.638367","CDIV","","","$0.02"
"7/31/2023","7/31/2023","7/31/2023","","Interest Payment","INT","","","$8.67"
"7/31/2023","7/31/2023","8/2/2023","NIO","NIO
CUSIP: 62914V106","Buy","400","$15.37","($6,148.00)"
"7/31/2023","7/31/2023","8/1/2023","SOFI","SOFI 8/4/2023 Call $12.00","STO","2","$0.26","$51.98"
"7/31/2023","7/31/2023","8/1/2023","SOFI","SOFI 8/4/2023 Call $12.00","STO","1","$0.22","$21.98"
"7/31/2023","7/31/2023","8/1/2023","SOFI","SOFI 8/4/2023 Call $12.00","STO","1","$0.22","$21.98"
"7/31/2023","7/31/2023","8/1/2023","SOFI","SOFI 12/15/2023 Call $9.00","STC","10","$2.60","$2,599.95"
"7/28/2023","7/28/2023","7/31/2023","SOFI","Option Expiration for SOFI 7/28/2023 Call $10.00","OEXP","4","",""
"7/28/2023","7/28/2023","7/31/2023","NIO","NIO 7/28/2023 Call $11.50","OASGN","4","",""
"7/28/2023","7/28/2023","8/1/2023","NIO","NIO
CUSIP: 62914V106
4 NIO Options Assigned","Sell","400","$11.50","$4,599.90"
"7/28/2023","7/28/2023","7/31/2023","SOFI","SOFI 12/15/2023 Call $9.00","BTO","10","$2.01","($2,010.00)"
"7/27/2023","7/27/2023","7/28/2023","SOFI","SOFI 1/19/2024 Call $9.00","STC","10","$2.17","$2,169.96"
"7/26/2023","7/26/2023","7/27/2023","SOFI","SOFI 1/19/2024 Call $9.00","BTO","1","$1.94","($194.00)"
"7/26/2023","7/26/2023","7/27/2023","SOFI","SOFI 1/19/2024 Call $9.00","BTO","9","$1.94","($1,746.00)"
"7/26/2023","7/26/2023","7/27/2023","SNAP","SNAP 7/28/2023 Call $14.00","BTC","15","$0.01","($15.00)"
"7/26/2023","7/26/2023","7/27/2023","SNAP","SNAP 7/28/2023 Put $11.00","BTC","15","$0.94","($1,410.00)"
"7/26/2023","7/26/2023","7/27/2023","SNAP","SNAP 8/4/2023 Put $11.00","STC","15","$0.99","$1,484.94"
"7/26/2023","7/26/2023","7/27/2023","SNAP","SNAP 8/4/2023 Call $14.00","STC","15","$0.01","$14.95"
"7/25/2023","7/25/2023","7/26/2023","SNAP","SNAP 7/28/2023 Call $14.00","STO","15","$0.89","$1,334.94"
"7/25/2023","7/25/2023","7/26/2023","SNAP","SNAP 7/28/2023 Put $11.00","STO","15","$0.65","$974.95"
"7/25/2023","7/25/2023","7/26/2023","SNAP","SNAP 8/4/2023 Put $11.00","BTO","15","$0.73","($1,095.00)"
"7/25/2023","7/25/2023","7/26/2023","SNAP","SNAP 8/4/2023 Call $14.00","BTO","15","$1.00","($1,500.00)"
"7/24/2023","7/24/2023","7/25/2023","NIO","NIO 7/28/2023 Call $11.50","STO","1","$0.41","$40.98"
"7/24/2023","7/24/2023","7/25/2023","NIO","NIO 7/28/2023 Call $12.00","BTC","1","$0.26","($26.00)"
"7/24/2023","7/24/2023","7/25/2023","NIO","NIO 7/28/2023 Call $11.50","STO","1","$0.41","$40.98"
"7/24/2023","7/24/2023","7/25/2023","NIO","NIO 7/28/2023 Call $11.50","STO","1","$0.41","$40.98"
"7/24/2023","7/24/2023","7/25/2023","NIO","NIO 7/28/2023 Call $11.50","STO","1","$0.41","$40.98"
"7/24/2023","7/24/2023","7/25/2023","NIO","NIO 7/28/2023 Call $12.00","BTC","1","$0.26","($26.00)"
"7/24/2023","7/24/2023","7/25/2023","NIO","NIO 7/28/2023 Call $12.00","BTC","1","$0.26","($26.00)"
"7/24/2023","7/24/2023","7/25/2023","NIO","NIO 7/28/2023 Call $12.00","BTC","1","$0.26","($26.00)"
"7/24/2023","7/24/2023","7/25/2023","NIO","NIO 7/28/2023 Call $12.00","STO","3","$0.29","$86.98"
"7/24/2023","7/24/2023","7/25/2023","NIO","NIO 7/28/2023 Call $12.00","STO","1","$0.29","$28.98"
"7/24/2023","7/24/2023","7/26/2023","NIO","NIO
CUSIP: 62914V106","Buy","400","$11.57","($4,627.04)"
"7/21/2023","7/21/2023","7/24/2023","COIN","COIN 7/21/2023 Put $102.00","BTC","1","$3.13","($313.00)"
"7/21/2023","7/21/2023","7/24/2023","NIO","NIO 7/21/2023 Put $10.50","BTC","1","$0.13","($13.00)"
"7/20/2023","7/20/2023","7/21/2023","NIO","NIO 7/21/2023 Put $10.50","STO","1","$0.18","$17.98"
"7/20/2023","7/20/2023","7/21/2023","COIN","COIN 7/21/2023 Put $102.00","STO","1","$1.05","$104.98"
"7/20/2023","7/20/2023","7/24/2023","NIO","NIO
CUSIP: 62914V106","Sell","400","$10.28","$4,111.94"
"7/20/2023","7/20/2023","7/21/2023","NIO","NIO 7/21/2023 Call $11.00","BTC","4","$0.07","($28.00)"
"7/19/2023","7/19/2023","7/20/2023","SOFI","SOFI 7/21/2023 Call $9.50","BTC","4","$0.47","($188.00)"
"7/19/2023","7/19/2023","7/20/2023","SOFI","SOFI 7/28/2023 Call $10.00","STO","4","$0.41","$163.98"
"7/19/2023","7/19/2023","7/20/2023","NIO","NIO 7/21/2023 Call $11.00","STO","4","$0.25","$99.98"
"7/19/2023","7/19/2023","7/20/2023","NIO","NIO 7/21/2023 Call $11.00","BTC","4","$0.21","($84.00)"
"7/18/2023","7/18/2023","7/19/2023","NIO","NIO 7/21/2023 Call $11.00","STO","4","$0.23","$91.98"
"7/17/2023","7/17/2023","7/18/2023","SOFI","SOFI 7/21/2023 Call $9.50","STO","3","$0.22","$65.98"
"7/17/2023","7/17/2023","7/18/2023","SOFI","SOFI 7/21/2023 Call $9.50","STO","1","$0.22","$21.98"
"7/14/2023","7/14/2023","7/17/2023","NIO","Option Expiration for NIO 7/14/2023 Call $11.00","OEXP","4","",""
"7/14/2023","7/14/2023","7/17/2023","SOFI","SOFI 7/21/2023 Call $9.50","BTC","1","$0.17","($17.00)"
"7/14/2023","7/14/2023","7/17/2023","SOFI","SOFI 7/21/2023 Call $9.50","BTC","2","$0.16","($32.00)"
"7/14/2023","7/14/2023","7/17/2023","SOFI","SOFI 7/21/2023 Call $9.50","BTC","1","$0.17","($17.00)"
"7/13/2023","7/13/2023","7/14/2023","NIO","NIO 7/14/2023 Call $11.00","STO","4","$0.20","$79.98"
"7/13/2023","7/13/2023","7/14/2023","NIO","NIO 7/14/2023 Call $11.00","BTC","4","$0.34","($136.00)"
"7/12/2023","7/12/2023","7/13/2023","SOFI","SOFI 7/14/2023 Call $9.00","BTC","2","$0.32","($64.00)"
"7/12/2023","7/12/2023","7/13/2023","SOFI","SOFI 7/21/2023 Call $9.50","STO","2","$0.26","$51.98"
"7/12/2023","7/12/2023","7/13/2023","SOFI","SOFI 7/14/2023 Call $9.00","BTC","2","$0.36","($72.00)"
"7/12/2023","7/12/2023","7/13/2023","SOFI","SOFI 7/21/2023 Call $9.50","STO","1","$0.28","$27.98"
"7/12/2023","7/12/2023","7/13/2023","SOFI","SOFI 7/21/2023 Call $9.50","STO","1","$0.28","$27.98"
"7/12/2023","7/12/2023","7/13/2023","NIO","NIO 7/14/2023 Call $11.00","STO","4","$0.35","$139.98"
"7/11/2023","7/11/2023","7/12/2023","SOFI","SOFI 7/14/2023 Call $9.00","STO","1","$0.23","$22.98"
"7/11/2023","7/11/2023","7/12/2023","SOFI","SOFI 7/14/2023 Call $9.00","STO","3","$0.23","$68.98"
"7/11/2023","7/11/2023","7/12/2023","SOFI","SOFI 7/14/2023 Call $9.00","BTC","1","$0.25","($25.00)"
"7/11/2023","7/11/2023","7/12/2023","SOFI","SOFI 7/14/2023 Call $9.00","BTC","2","$0.25","($50.00)"
"7/11/2023","7/11/2023","7/12/2023","SOFI","SOFI 7/14/2023 Call $9.00","BTC","1","$0.25","($25.00)"
"7/11/2023","7/11/2023","7/12/2023","SOFI","SOFI 7/14/2023 Call $9.00","STO","2","$0.30","$59.98"
"7/11/2023","7/11/2023","7/12/2023","SOFI","SOFI 7/14/2023 Call $9.00","STO","2","$0.30","$59.98"
"7/10/2023","7/10/2023","7/10/2023","SOFI","Stock Lending","SLIP","","","$0.01"
"7/10/2023","7/10/2023","7/11/2023","SOFI","SOFI 7/14/2023 Call $8.50","BTC","3","$0.32","($96.00)"
"7/10/2023","7/10/2023","7/11/2023","SOFI","SOFI 7/14/2023 Call $8.50","BTC","1","$0.32","($32.00)"
"7/10/2023","7/10/2023","7/11/2023","NIO","NIO 7/14/2023 Call $11.00","BTC","4","$0.29","($116.00)"
"7/10/2023","7/10/2023","7/11/2023","NIO","NIO 7/14/2023 Call $11.00","STO","4","$0.17","$67.98"
"7/10/2023","7/10/2023","7/11/2023","SOFI","SOFI 7/14/2023 Call $8.50","STO","4","$0.12","$47.98"
"7/7/2023","7/7/2023","7/10/2023","SOFI","Option Expiration for SOFI 7/7/2023 Call $8.50","OEXP","4","",""
"7/7/2023","7/7/2023","7/10/2023","NIO","NIO 7/7/2023 Call $10.00","BTC","4","$0.04","($16.00)"
"7/6/2023","7/6/2023","7/7/2023","SOFI","SOFI 7/7/2023 Call $8.50","STO","4","$0.03","$11.98"
"7/6/2023","7/6/2023","7/7/2023","NIO","NIO 7/7/2023 Call $10.00","STO","4","$0.10","$39.98"
"7/5/2023","7/5/2023","7/6/2023","NIO","NIO 7/7/2023 Call $10.50","BTC","4","$0.16","($64.00)"
"7/3/2023","7/3/2023","7/5/2023","NIO","NIO 7/7/2023 Call $10.50","STO","3","$0.25","$74.98"
"7/3/2023","7/3/2023","7/5/2023","NIO","NIO 7/7/2023 Call $10.50","STO","1","$0.25","$24.98"
"7/3/2023","7/3/2023","7/6/2023","NIO","NIO
CUSIP: 62914V106","Buy","400","$10.33","($4,130.32)"
"6/30/2023","6/30/2023","7/3/2023","NIO","NIO 6/30/2023 Call $9.50","OASGN","1","",""
"6/30/2023","6/30/2023","7/5/2023","NIO","NIO
CUSIP: 62914V106
1 NIO Option Assigned","Sell","100","$9.50","$949.98"
"6/30/2023","6/30/2023","7/3/2023","SOFI","Option Expiration for SOFI 6/30/2023 Call $9.00","OEXP","4","",""
"6/30/2023","6/30/2023","6/30/2023","","Interest Payment","INT","","","$12.93"
"6/29/2023","6/29/2023","6/30/2023","SOFI","SOFI 7/7/2023 Call $9.50","BTC","4","$0.26","($104.00)"
"6/29/2023","6/29/2023","6/30/2023","SOFI","SOFI 6/30/2023 Call $9.00","STO","4","$0.31","$123.98"
"6/29/2023","6/29/2023","6/30/2023","SOFI","SOFI 7/7/2023 Call $9.50","STO","1","$0.34","$33.98"
"6/29/2023","6/29/2023","6/30/2023","SOFI","SOFI 7/7/2023 Call $9.50","STO","1","$0.34","$33.98"
"6/29/2023","6/29/2023","6/30/2023","SOFI","SOFI 6/30/2023 Call $9.00","BTC","1","$0.47","($47.00)"
"6/29/2023","6/29/2023","6/30/2023","SOFI","SOFI 6/30/2023 Call $9.00","BTC","1","$0.47","($47.00)"
"6/29/2023","6/29/2023","6/30/2023","SOFI","SOFI 7/7/2023 Call $9.50","STO","2","$0.36","$71.98"
"6/29/2023","6/29/2023","6/30/2023","SOFI","SOFI 6/30/2023 Call $9.00","BTC","2","$0.48","($96.00)"
"6/28/2023","6/28/2023","6/29/2023","SOFI","SOFI 6/30/2023 Call $9.00","STO","1","$0.20","$19.98"
"6/27/2023","6/27/2023","6/28/2023","NIO","NIO 6/30/2023 Call $9.50","STO","1","$0.10","$9.98"
"6/27/2023","6/27/2023","6/28/2023","SOFI","SOFI 6/30/2023 Call $9.00","STO","1","$0.15","$14.98"
"6/27/2023","6/27/2023","6/28/2023","NIO","NIO 6/30/2023 Call $9.00","BTC","1","$0.23","($23.00)"
"6/27/2023","6/27/2023","6/28/2023","NIO","NIO 6/30/2023 Call $9.00","STO","1","$0.29","$28.98"
"6/26/2023","6/26/2023","6/28/2023","NIO","NIO
CUSIP: 62914V106","Buy","100","$8.41","($840.58)"
"6/26/2023","6/26/2023","6/27/2023","SOFI","SOFI 6/30/2023 Call $9.00","STO","1","$0.17","$16.98"
"6/26/2023","6/26/2023","6/27/2023","SOFI","SOFI 6/30/2023 Call $9.00","STO","1","$0.17","$16.98"
"6/23/2023","6/23/2023","6/26/2023","SOFI","Option Expiration for SOFI 6/23/2023 Call $9.00","OEXP","2","",""
"6/21/2023","6/21/2023","6/23/2023","CAVA","CAVA
CUSIP: 148929102","Sell","100","$38.80","$3,879.95"
"6/20/2023","6/20/2023","6/22/2023","CAVA","CAVA
CUSIP: 148929102","Buy","100","$38.73","($3,872.82)"
"6/20/2023","6/20/2023","6/21/2023","SOFI","SOFI 6/23/2023 Call $9.00","STO","2","$0.13","$25.98"
"6/16/2023","6/16/2023","6/20/2023","SOFI","SOFI 6/16/2023 Call $9.50","BTC","4","$0.07","($28.00)"
"6/15/2023","6/15/2023","6/16/2023","SOFI","SOFI 6/16/2023 Call $9.50","STO","3","$0.18","$53.98"
"6/15/2023","6/15/2023","6/16/2023","SOFI","SOFI 6/16/2023 Call $9.50","STO","1","$0.18","$17.98"
"6/9/2023","6/9/2023","6/12/2023","SOFI","Option Expiration for SOFI 6/9/2023 Call $8.50","OEXP","4","",""
"6/8/2023","6/8/2023","6/9/2023","SOFI","SOFI 6/9/2023 Call $8.50","STO","4","$0.05","$19.98"
"6/7/2023","6/7/2023","6/7/2023","SOFI","Stock Lending","SLIP","","","$0.01"
"6/2/2023","6/2/2023","6/5/2023","SOFI","Option Expiration for SOFI 6/2/2023 Call $7.50","OEXP","4","",""
"6/1/2023","6/1/2023","6/2/2023","SOFI","SOFI 6/2/2023 Call $7.50","STO","2","$0.08","$15.98"
"6/1/2023","6/1/2023","6/2/2023","SOFI","SOFI 6/2/2023 Call $7.50","STO","2","$0.07","$13.98"
"5/31/2023","5/31/2023","5/31/2023","","Interest Payment","INT","","","$7.42"
"5/26/2023","5/26/2023","5/30/2023","SOFI","SOFI 5/26/2023 Call $5.50","BTC","1","$0.02","($2.00)"
"5/26/2023","5/26/2023","5/30/2023","SOFI","SOFI 5/26/2023 Call $5.50","BTC","3","$0.02","($6.00)"
"5/23/2023","5/23/2023","5/24/2023","SOFI","SOFI 5/26/2023 Call $5.50","STO","4","$0.06","$23.98"
"5/12/2023","5/12/2023","5/15/2023","SOFI","Option Expiration for SOFI 5/12/2023 Call $5.50","OEXP","4","",""
"5/12/2023","5/12/2023","5/15/2023","GOOGL","GOOGL 5/12/2023 Call $99.00","OASGN","1","",""
"5/12/2023","5/12/2023","5/16/2023","GOOGL","Alphabet Class A
CUSIP: 02079K305
1 GOOGL Option Assigned","Sell","100","$99.00","$9,899.91"
"5/9/2023","5/9/2023","5/10/2023","SOFI","SOFI 5/12/2023 Call $5.50","STO","2","$0.11","$21.98"
"5/8/2023","5/8/2023","5/9/2023","SOFI","SOFI 5/12/2023 Call $5.50","STO","2","$0.09","$17.98"
"5/5/2023","5/5/2023","5/8/2023","SOFI","Option Expiration for SOFI 5/5/2023 Call $7.00","OEXP","3","",""
"5/5/2023","5/5/2023","5/8/2023","SOFI","Option Expiration for SOFI 5/5/2023 Call $6.50","OEXP","1","",""
"5/5/2023","5/5/2023","5/5/2023","QQQ","Stock Lending","SLIP","","","$0.01"
"5/1/2023","5/1/2023","5/2/2023","SOFI","SOFI 5/5/2023 Call $6.50","STO","1","$0.08","$7.98"
"4/28/2023","4/28/2023","4/28/2023","SPY","Cash Div: R/D 2023-03-20 P/D 2023-04-28 - 0.012425 shares at 1.506204","CDIV","","","$0.02"
"4/28/2023","4/28/2023","4/28/2023","","Interest Payment","INT","","","$0.09"
"4/28/2023","4/28/2023","5/1/2023","SOFI","SOFI 5/5/2023 Call $7.00","STO","3","$0.16","$47.98"
"4/27/2023","4/27/2023","5/1/2023","QQQ","Invesco QQQ
CUSIP: 46090E103","Sell","1","$319.63","$319.63"
"4/27/2023","4/27/2023","5/1/2023","QQQ","Invesco QQQ
CUSIP: 46090E103","Sell","0.385222","$319.64","$123.13"
"4/27/2023","4/27/2023","5/1/2023","QQQ","Invesco QQQ
CUSIP: 46090E103
order batcher","Buy","0.078306","$319.26","($25.00)"
"4/26/2023","4/26/2023","4/27/2023","GOOGL","GOOGL 5/12/2023 Call $99.00","STO","1","$6.51","$650.98"
"4/26/2023","4/26/2023","4/27/2023","GOOGL","GOOGL 4/28/2023 Call $98.00","BTC","1","$6.48","($648.00)"
"4/25/2023","4/25/2023","4/27/2023","QQQ","Invesco QQQ
CUSIP: 46090E103","Buy","0.042827","$310.96","($13.32)"
"4/25/2023","4/25/2023","4/27/2023","QQQ","Invesco QQQ
CUSIP: 46090E103","Buy","0.057173","$310.96","($17.78)"
"4/24/2023","4/24/2023","4/24/2023","","Interest Payment","INT","","","$0.23"
"4/20/2023","4/20/2023","4/24/2023","QQQ","Invesco QQQ
CUSIP: 46090E103","Buy","0.1","$315.76","($31.58)"
"4/20/2023","4/20/2023","4/24/2023","QQQ","Invesco QQQ
CUSIP: 46090E103
order batcher","Buy","0.078325","$319.18","($25.00)"
"4/18/2023","4/18/2023","4/20/2023","QQQ","Invesco QQQ
CUSIP: 46090E103","Buy","0.05","$318.58","($15.93)"
"4/14/2023","4/14/2023","4/17/2023","SOFI","SOFI 4/14/2023 Call $6.00","BTC","2","$0.01","($2.00)"
"4/14/2023","4/14/2023","4/18/2023","QQQ","Invesco QQQ
CUSIP: 46090E103","Buy","0.1","$315.94","($31.59)"
"4/13/2023","4/13/2023","4/17/2023","QQQ","Invesco QQQ
CUSIP: 46090E103
order batcher","Buy","0.078591","$318.10","($25.00)"
"4/12/2023","4/12/2023","4/13/2023","SOFI","SOFI 4/14/2023 Call $6.00","STO","2","$0.07","$13.98"
"4/11/2023","4/11/2023","4/12/2023","GOOGL","GOOGL 4/28/2023 Call $98.00","STO","1","$8.81","$880.98"
"4/11/2023","4/11/2023","4/12/2023","GOOGL","GOOGL 4/14/2023 Call $97.00","BTC","1","$8.48","($848.00)"
"4/11/2023","4/11/2023","4/13/2023","QQQ","Invesco QQQ
CUSIP: 46090E103","Buy","0.1","$315.74","($31.57)"
"4/10/2023","4/10/2023","4/12/2023","QQQ","Invesco QQQ
CUSIP: 46090E103","Buy","0.5","$314.00","($157.00)"
"4/10/2023","4/10/2023","4/10/2023","","ACH Deposit","ACH","","","$500.00"
"4/6/2023","4/6/2023","4/11/2023","QQQ","Invesco QQQ
CUSIP: 46090E103","Buy","0.2","$316.99","($63.40)"
"4/3/2023","4/3/2023","4/4/2023","SPCE","SPCE 5/19/2023 Put $4.00","STC","2","$0.58","$115.98"
"3/31/2023","3/31/2023","3/31/2023","","Interest Payment","INT","","","$0.08"
"3/31/2023","3/31/2023","4/3/2023","SOFI","SOFI 3/31/2023 Call $6.00","BTC","4","$0.04","($16.00)"
"3/31/2023","3/31/2023","4/3/2023","SPCE","SPCE 5/19/2023 Put $4.00","BTO","2","$0.50","($100.00)"
"3/29/2023","3/29/2023","3/30/2023","SOFI","SOFI 3/31/2023 Call $6.00","STO","4","$0.08","$31.98"
"3/24/2023","3/24/2023","3/27/2023","SOFI","Option Expiration for SOFI 3/24/2023 Call $6.00","OEXP","4","",""
"3/22/2023","3/22/2023","3/23/2023","SOFI","SOFI 3/24/2023 Call $6.00","STO","4","$0.12","$47.98"
"3/21/2023","3/21/2023","3/22/2023","GOOGL","GOOGL 4/14/2023 Call $97.00","STO","1","$7.50","$749.98"
"3/21/2023","3/21/2023","3/22/2023","GOOGL","GOOGL 3/24/2023 Call $96.00","BTC","1","$7.30","($730.00)"
"3/20/2023","3/20/2023","3/22/2023","SOFI","SoFi Technologies
CUSIP: 83406F102","Buy","5","$5.28","($26.38)"
"3/16/2023","3/16/2023","3/17/2023","GOOGL","GOOGL 3/17/2023 Call $95.00","BTC","1","$2.87","($287.00)"
"3/16/2023","3/16/2023","3/17/2023","GOOGL","GOOGL 3/24/2023 Call $96.00","STO","1","$3.22","$321.98"
"3/10/2023","3/10/2023","3/13/2023","SOFI","SOFI 3/17/2023 Call $6.00","BTC","3","$0.08","($24.00)"
"3/10/2023","3/10/2023","3/13/2023","SOFI","SOFI 3/17/2023 Call $6.00","BTC","1","$0.08","($8.00)"
"3/9/2023","3/9/2023","3/10/2023","SOFI","SOFI 3/17/2023 Call $6.00","STO","1","$0.42","$41.98"
"3/9/2023","3/9/2023","3/10/2023","SOFI","SOFI 3/10/2023 Call $5.50","BTC","1","$0.86","($86.00)"
"3/9/2023","3/9/2023","3/10/2023","GOOGL","GOOGL 3/10/2023 Call $94.00","BTC","1","$1.34","($134.00)"
"3/9/2023","3/9/2023","3/10/2023","GOOGL","GOOGL 3/17/2023 Call $95.00","STO","1","$1.87","$186.98"
"3/7/2023","3/7/2023","3/8/2023","SOFI","SOFI 3/17/2023 Call $6.00","STO","2","$0.56","$111.98"
"3/7/2023","3/7/2023","3/8/2023","SOFI","SOFI 3/10/2023 Call $5.50","BTC","2","$1.01","($202.00)"
"3/7/2023","3/7/2023","3/8/2023","SOFI","SOFI 3/17/2023 Call $6.00","STO","1","$0.57","$56.98"
"3/7/2023","3/7/2023","3/8/2023","SOFI","SOFI 3/10/2023 Call $5.50","BTC","1","$1.01","($101.00)"
"3/3/2023","3/3/2023","3/6/2023","GOOGL","GOOGL 3/10/2023 Call $94.00","STO","1","$1.26","$125.98"
"3/3/2023","3/3/2023","3/6/2023","GOOGL","GOOGL 3/3/2023 Call $93.00","BTC","1","$0.60","($60.00)"
"3/2/2023","3/2/2023","3/3/2023","SOFI","SOFI 3/10/2023 Call $5.50","STO","4","$0.82","$327.98"
"3/2/2023","3/2/2023","3/3/2023","SOFI","SOFI 3/3/2023 Call $5.50","BTC","4","$0.81","($324.00)"
"2/28/2023","2/28/2023","2/28/2023","","Interest Payment","INT","","","$0.06"
"2/28/2023","2/28/2023","3/1/2023","GOOGL","GOOGL 3/3/2023 Call $93.00","STO","1","$0.32","$31.98"
"2/23/2023","2/23/2023","2/24/2023","SOFI","SOFI 3/3/2023 Call $5.50","STO","4","$0.95","$379.98"
"2/23/2023","2/23/2023","2/24/2023","SOFI","SOFI 2/24/2023 Call $5.50","BTC","4","$0.95","($380.00)"
"2/17/2023","2/17/2023","2/21/2023","GOOGL","Option Expiration for GOOGL 2/17/2023 Call $97.00","OEXP","1","",""
"2/16/2023","2/16/2023","2/17/2023","SOFI","SOFI 2/17/2023 Call $5.50","BTC","2","$1.68","($336.00)"
"2/16/2023","2/16/2023","2/17/2023","SOFI","SOFI 2/24/2023 Call $5.50","STO","2","$1.68","$335.98"
"2/16/2023","2/16/2023","2/17/2023","SOFI","SOFI 2/24/2023 Call $5.50","STO","2","$1.68","$335.98"
"2/16/2023","2/16/2023","2/17/2023","SOFI","SOFI 2/17/2023 Call $5.50","BTC","2","$1.68","($336.00)"
"2/10/2023","2/10/2023","2/13/2023","SOFI","SOFI 2/17/2023 Call $5.50","STO","1","$1.32","$131.98"
"2/10/2023","2/10/2023","2/13/2023","SOFI","SOFI 2/17/2023 Call $5.50","STO","1","$1.29","$128.98"
"2/10/2023","2/10/2023","2/13/2023","SOFI","SOFI 2/10/2023 Call $5.50","BTC","1","$1.29","($129.00)"
"2/10/2023","2/10/2023","2/13/2023","SOFI","SOFI 2/10/2023 Call $5.50","BTC","1","$1.32","($132.00)"
"2/6/2023","2/6/2023","2/6/2023","SOFI","Stock Lending","SLIP","","","$0.01"
"2/3/2023","2/3/2023","2/6/2023","SOFI","SOFI 2/3/2023 Call $5.50","BTC","2","$1.96","($392.00)"
"2/3/2023","2/3/2023","2/6/2023","SOFI","SOFI 2/10/2023 Call $5.50","STO","2","$1.95","$389.98"
"2/2/2023","2/2/2023","2/3/2023","SOFI","SOFI 2/3/2023 Call $5.50","BTC","2","$2.45","($490.00)"
"2/2/2023","2/2/2023","2/3/2023","SOFI","SOFI 2/17/2023 Call $5.50","STO","2","$2.46","$491.97"
"2/2/2023","2/2/2023","2/3/2023","GOOGL","GOOGL 2/3/2023 Call $97.00","BTC","1","$10.05","($1,005.00)"
"2/2/2023","2/2/2023","2/3/2023","GOOGL","GOOGL 2/17/2023 Call $97.00","STO","1","$10.10","$1,009.96"
"1/31/2023","1/31/2023","1/31/2023","SPY","Cash Div: R/D 2022-12-19 P/D 2023-01-31 - 0.012425 shares at 1.7814","CDIV","","","$0.02"
"1/31/2023","1/31/2023","1/31/2023","","Interest Payment","INT","","","$0.15"
"1/23/2023","1/23/2023","1/24/2023","GOOGL","GOOGL 2/3/2023 Call $97.00","STO","1","$4.45","$444.97"
"1/23/2023","1/23/2023","1/24/2023","GOOGL","GOOGL 1/27/2023 Call $95.00","BTC","1","$4.24","($424.00)"
"1/23/2023","1/23/2023","1/24/2023","SOFI","SOFI 2/3/2023 Call $5.50","STO","4","$0.60","$239.98"
"1/23/2023","1/23/2023","1/24/2023","SOFI","SOFI 1/27/2023 Call $5.00","BTC","4","$0.83","($332.00)"
"1/20/2023","1/20/2023","1/23/2023","SOFI","Option Expiration for SOFI 1/20/2023 Call $15.00","OEXP","1S","",""
"1/20/2023","1/20/2023","1/23/2023","GOOGL","GOOGL 1/27/2023 Call $95.00","STO","1","$2.11","$210.98"
"1/20/2023","1/20/2023","1/23/2023","GOOGL","GOOGL 1/20/2023 Call $94.00","BTC","1","$1.83","($183.00)"
"1/20/2023","1/20/2023","1/20/2023","","ACH Withdrawal","ACH","","","($100.00)"
"1/19/2023","1/19/2023","1/20/2023","SOFI","SOFI 1/20/2023 Call $5.00","BTC","4","$0.42","($168.00)"
"1/19/2023","1/19/2023","1/20/2023","SOFI","SOFI 1/27/2023 Call $5.00","STO","4","$0.45","$179.98"
"1/19/2023","1/19/2023","1/20/2023","GOOGL","GOOGL 1/20/2023 Call $94.00","STO","1","$0.21","$20.98"
"1/18/2023","1/18/2023","1/19/2023","GOOGL","GOOGL 1/20/2023 Call $93.00","BTC","1","$0.36","($36.00)"
"1/17/2023","1/17/2023","1/18/2023","GOOGL","GOOGL 1/20/2023 Call $93.00","STO","1","$0.61","$60.98"
"1/17/2023","1/17/2023","1/18/2023","GOOGL","GOOGL 1/20/2023 Call $93.00","BTC","1","$0.39","($39.00)"
"1/17/2023","1/17/2023","1/17/2023","","ACH Withdrawal","ACH","","","($100.00)"
"1/13/2023","1/13/2023","1/17/2023","GOOGL","GOOGL 1/20/2023 Call $93.00","STO","1","$0.86","$85.98"
"1/13/2023","1/13/2023","1/17/2023","GOOGL","GOOGL 1/20/2023 Call $93.00","BTC","1","$0.52","($52.00)"
"1/13/2023","1/13/2023","1/17/2023","GOOGL","GOOGL 1/20/2023 Call $93.00","STO","1","$0.70","$69.98"
"1/13/2023","1/13/2023","1/17/2023","GOOGL","GOOGL 1/13/2023 Call $92.00","BTC","1","$0.17","($17.00)"
"1/13/2023","1/13/2023","1/17/2023","SOFI","SOFI 1/20/2023 Call $5.00","STO","2","$0.31","$61.98"
"1/13/2023","1/13/2023","1/17/2023","SOFI","SOFI 1/13/2023 Call $5.00","BTC","2","$0.25","($50.00)"
"1/13/2023","1/13/2023","1/17/2023","SOFI","SOFI 1/13/2023 Call $5.00","BTC","2","$0.25","($50.00)"
"1/13/2023","1/13/2023","1/17/2023","SOFI","SOFI 1/20/2023 Call $5.00","STO","2","$0.31","$61.98"
"1/9/2023","1/9/2023","1/10/2023","GOOGL","GOOGL 1/13/2023 Call $92.00","STO","1","$0.63","$62.98"
"1/9/2023","1/9/2023","1/10/2023","SOFI","SOFI 1/13/2023 Call $5.00","STO","4","$0.09","$35.98"
"1/6/2023","1/6/2023","1/9/2023","GOOGL","Option Expiration for GOOGL 1/6/2023 Call $89.00","OEXP","1","",""
"1/6/2023","1/6/2023","1/6/2023","","ACH Withdrawal","ACH","","","($35.00)"
