"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"8/10/2020","8/10/2020","8/12/2020","WKHS","Workhorse
CUSIP: 98138J206","Sell","100","$16.42","$1,641.78"
"8/10/2020","8/10/2020","8/11/2020","NIO","NIO 8/14/2020 Call $16.00","STO","1","$0.51","$50.98"
"8/10/2020","8/10/2020","8/12/2020","WKHS","Workhorse
CUSIP: 98138J206","Buy","100","$16.44","($1,644.00)"
"8/7/2020","8/7/2020","8/10/2020","NIO","Option Expiration for NIO 8/7/2020 Call $14.00","OEXP","2","",""
"8/7/2020","8/7/2020","8/10/2020","MGM","Option Expiration for MGM 8/7/2020 Put $16.50","OEXP","1","",""
"8/5/2020","8/5/2020","8/6/2020","NIO","NIO 8/14/2020 Call $14.00","STO","1","$1.18","$117.98"
"8/5/2020","8/5/2020","8/6/2020","NIO","NIO 8/14/2020 Call $13.00","BTO","1","$1.63","($163.00)"
"8/3/2020","8/3/2020","8/4/2020","LCA","LCA 9/18/2020 Call $22.50","STO","1","$0.46","$45.98"
"8/3/2020","8/3/2020","8/4/2020","LCA","LCA 9/18/2020 Call $15.00","BTO","1","$1.04","($104.00)"
"8/3/2020","8/3/2020","8/4/2020","LCA","LCA 9/18/2020 Call $22.50","STO","1","$0.47","$46.98"
"8/3/2020","8/3/2020","8/4/2020","LCA","LCA 9/18/2020 Call $15.00","BTO","1","$1.04","($104.00)"
"8/3/2020","8/3/2020","8/5/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","10","$11.61","($116.12)"
"8/3/2020","8/3/2020","8/4/2020","LCA","LCA 11/20/2020 Call $20.00","STO","1","$1.45","$144.98"
"8/3/2020","8/3/2020","8/4/2020","LCA","LCA 11/20/2020 Call $12.50","BTO","1","$2.75","($275.00)"
"8/3/2020","8/3/2020","8/4/2020","NIO","NIO 8/7/2020 Call $14.00","STO","1","$0.33","$32.98"
"8/3/2020","8/3/2020","8/4/2020","MGM","MGM 8/7/2020 Put $16.50","STO","1","$0.74","$73.98"
"8/3/2020","8/3/2020","8/4/2020","NIO","NIO 8/7/2020 Call $14.00","STO","1","$0.28","$27.98"
"8/3/2020","8/3/2020","8/5/2020","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103
Bulk Equity Order Allocation Execution","Buy","0.004173","$328.32","($1.37)"
"7/31/2020","7/31/2020","8/3/2020","MGM","MGM 7/31/2020 Call $16.00","OASGN","1","",""
"7/31/2020","7/31/2020","8/4/2020","MGM","MGM Resorts
CUSIP: 552953101
1 MGM Option Assigned","Sell","100","$16.00","$1,599.95"
"7/31/2020","7/31/2020","8/3/2020","NIO","Option Expiration for NIO 7/31/2020 Call $13.50","OEXP","2","",""
"7/31/2020","7/31/2020","7/31/2020","SPY","Cash Div: R/D 2020-06-22 P/D 2020-07-31 - 1.004834 shares at 1.366242","CDIV","","","$1.37"
"7/31/2020","7/31/2020","8/4/2020","LUV","Southwest Airlines
CUSIP: 844741108","Sell","10","$30.49","$304.90"
"7/31/2020","7/31/2020","8/3/2020","LCA","LCA 11/20/2020 Call $20.00","STO","1","$1.50","$149.98"
"7/31/2020","7/31/2020","8/3/2020","LCA","LCA 11/20/2020 Call $12.50","BTO","1","$2.80","($280.00)"
"7/31/2020","7/31/2020","8/4/2020","LUV","Southwest Airlines
CUSIP: 844741108","Sell","3","$30.53","$91.59"
"7/31/2020","7/31/2020","8/4/2020","LUV","Southwest Airlines
CUSIP: 844741108","Sell","2","$30.52","$61.05"
"7/31/2020","7/31/2020","8/4/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","1","$11.54","($11.54)"
"7/31/2020","7/31/2020","8/4/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","2","$11.50","($23.00)"
"7/30/2020","7/30/2020","8/3/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","2","$11.93","($23.86)"
"7/30/2020","7/30/2020","8/3/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","3","$11.93","($35.79)"
"7/30/2020","7/30/2020","8/3/2020","LUV","Southwest Airlines
CUSIP: 844741108","Sell","3","$31.06","$93.17"
"7/30/2020","7/30/2020","8/3/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","2","$11.93","($23.86)"
"7/29/2020","7/29/2020","7/30/2020","NIO","NIO 7/31/2020 Call $13.50","STO","1","$0.20","$19.98"
"7/28/2020","7/28/2020","7/28/2020","IVR","Cash Div: R/D 2020-07-06 P/D 2020-07-28 - 100 shares at 0.02","CDIV","","","$2.00"
"7/27/2020","7/27/2020","7/29/2020","LUV","Southwest Airlines
CUSIP: 844741108","Buy","1","$31.50","($31.51)"
"7/27/2020","7/27/2020","7/28/2020","MGM","MGM 7/31/2020 Call $16.00","STO","1","$0.24","$23.98"
"7/27/2020","7/27/2020","7/29/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","2","$12.58","($25.17)"
"7/27/2020","7/27/2020","7/29/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","2","$12.58","($25.16)"
"7/27/2020","7/27/2020","7/29/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","1","$12.64","($12.64)"
"7/27/2020","7/27/2020","7/29/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","1","$12.59","($12.59)"
"7/27/2020","7/27/2020","7/29/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","1","$12.59","($12.59)"
"7/27/2020","7/27/2020","7/29/2020","LUV","Southwest Airlines
CUSIP: 844741108","Sell","3","$31.56","$94.67"
"7/27/2020","7/27/2020","7/29/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","1","$12.74","($12.74)"
"7/27/2020","7/27/2020","7/29/2020","NFLX","Netflix
CUSIP: 64110L106","Sell","0.020231","$485.19","$9.82"
"7/27/2020","7/27/2020","7/29/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","1","$12.75","($12.75)"
"7/27/2020","7/27/2020","7/29/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","1","$12.85","($12.85)"
"7/27/2020","7/27/2020","7/28/2020","NIO","NIO 7/31/2020 Call $13.50","STO","1","$0.26","$25.98"
"7/24/2020","7/24/2020","7/27/2020","NIO","Option Expiration for NIO 7/24/2020 Call $12.00","OEXP","1","",""
"7/24/2020","7/24/2020","7/27/2020","MGM","Option Expiration for MGM 7/24/2020 Call $17.50","OEXP","1","",""
"7/24/2020","7/24/2020","7/27/2020","NIO","Option Expiration for NIO 7/24/2020 Call $13.00","OEXP","1","",""
"7/24/2020","7/24/2020","7/28/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","5","$12.79","($63.95)"
"7/24/2020","7/24/2020","7/28/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","10","$12.80","($128.00)"
"7/24/2020","7/24/2020","7/27/2020","LCA","LCA 9/18/2020 Call $22.50","STO","1","$0.87","$86.98"
"7/24/2020","7/24/2020","7/27/2020","LCA","LCA 9/18/2020 Call $15.00","BTO","1","$1.77","($177.00)"
"7/24/2020","7/24/2020","7/27/2020","LCA","LCA 9/18/2020 Call $22.50","STO","1","$0.87","$86.98"
"7/24/2020","7/24/2020","7/27/2020","LCA","LCA 9/18/2020 Call $15.00","BTO","1","$1.77","($177.00)"
"7/24/2020","7/24/2020","7/28/2020","LUV","Southwest Airlines
CUSIP: 844741108","Buy","5","$31.80","($158.99)"
"7/24/2020","7/24/2020","7/28/2020","MSFT","Microsoft
CUSIP: 594918104","Sell","0.216413","$202.32","$43.78"
"7/24/2020","7/24/2020","7/28/2020","AAPL","Apple
CUSIP: 037833100","Sell","0.128723","$369.70","$47.59"
"7/24/2020","7/24/2020","7/28/2020","AAPL","Apple
CUSIP: 037833100","Sell","0.57948","$369.76","$214.27"
"7/24/2020","7/24/2020","7/28/2020","AMZN","Amazon
CUSIP: 023135106","Sell","0.059584","$3,018.73","$179.87"
"7/24/2020","7/24/2020","7/28/2020","LUV","Southwest Airlines
CUSIP: 844741108","Buy","5","$31.83","($159.14)"
"7/24/2020","7/24/2020","7/28/2020","MSFT","Microsoft
CUSIP: 594918104","Sell","0.519777","$202.54","$105.27"
"7/24/2020","7/24/2020","7/28/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","5","$12.72","($63.58)"
"7/24/2020","7/24/2020","7/28/2020","LUV","Southwest Airlines
CUSIP: 844741108","Buy","5","$31.98","($159.89)"
"7/24/2020","7/24/2020","7/28/2020","LUV","Southwest Airlines
CUSIP: 844741108","Buy","5","$32.10","($160.49)"
"7/24/2020","7/24/2020","7/28/2020","AAPL","Apple
CUSIP: 037833100","Sell","0.8662","$364.78","$315.97"
"7/24/2020","7/24/2020","7/28/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","10","$12.85","($128.50)"
"7/24/2020","7/24/2020","7/28/2020","AMZN","Amazon
CUSIP: 023135106","Sell","0.071558","$2,943.76","$210.65"
"7/23/2020","7/23/2020","7/24/2020","LCA","LCA 9/18/2020 Call $15.00","BTO","1","$2.00","($200.00)"
"7/23/2020","7/23/2020","7/24/2020","LCA","LCA 9/18/2020 Call $22.50","STO","1","$1.10","$109.98"
"7/23/2020","7/23/2020","7/27/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","10","$13.12","($131.20)"
"7/23/2020","7/23/2020","7/27/2020","AMZN","Amazon
CUSIP: 023135106","Sell","0.105378","$2,997.14","$315.83"
"7/23/2020","7/23/2020","7/27/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","1","$12.88","($12.88)"
"7/23/2020","7/23/2020","7/27/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","1","$13.00","($13.00)"
"7/23/2020","7/23/2020","7/27/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","1","$13.28","($13.29)"
"7/23/2020","7/23/2020","7/27/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","1","$13.51","($13.51)"
"7/23/2020","7/23/2020","7/27/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","1","$13.50","($13.50)"
"7/22/2020","7/22/2020","7/24/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","1","$13.58","($13.58)"
"7/22/2020","7/22/2020","7/24/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","1","$13.87","($13.87)"
"7/22/2020","7/22/2020","7/24/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","1","$13.90","($13.90)"
"7/21/2020","7/21/2020","7/22/2020","MGM","MGM 7/24/2020 Call $17.50","STO","1","$0.27","$26.98"
"7/20/2020","7/20/2020","7/21/2020","LCA","LCA 9/18/2020 Call $22.50","STO","1","$1.67","$166.98"
"7/20/2020","7/20/2020","7/21/2020","LCA","LCA 9/18/2020 Call $15.00","BTO","1","$3.02","($302.00)"
"7/20/2020","7/20/2020","7/22/2020","AMZN","Amazon
CUSIP: 023135106","Sell","0.067464","$3,119.76","$210.47"
"7/20/2020","7/20/2020","7/21/2020","LCA","LCA 9/18/2020 Call $22.50","STO","1","$1.60","$159.98"
"7/20/2020","7/20/2020","7/21/2020","LCA","LCA 9/18/2020 Call $15.00","BTO","1","$3.10","($310.00)"
"7/20/2020","7/20/2020","7/21/2020","LCA","LCA 9/18/2020 Call $22.50","STO","1","$1.57","$156.98"
"7/20/2020","7/20/2020","7/21/2020","LCA","LCA 9/18/2020 Call $15.00","BTO","1","$3.07","($307.00)"
"7/20/2020","7/20/2020","7/22/2020","GOOGL","Alphabet Class A
CUSIP: 02079K305","Sell","0.133415","$1,518.02","$202.53"
"7/17/2020","7/17/2020","7/20/2020","MGM","Option Expiration for MGM 7/17/2020 Call $17.50","OEXP","1","",""
"7/17/2020","7/17/2020","7/20/2020","NIO","NIO 7/24/2020 Call $13.00","STO","1","$0.40","$39.98"
"7/17/2020","7/17/2020","7/20/2020","NIO","NIO 7/24/2020 Call $19.00","BTC","1","$0.06","($6.00)"
"7/17/2020","7/17/2020","7/20/2020","NIO","NIO 7/24/2020 Call $12.00","STO","1","$0.63","$62.98"
"7/17/2020","7/17/2020","7/20/2020","NIO","NIO 7/17/2020 Call $15.50","BTC","1","$0.01","($1.00)"
"7/17/2020","7/17/2020","7/21/2020","NFLX","Netflix
CUSIP: 64110L106","Buy","0.020231","$494.29","($10.00)"
"7/15/2020","7/15/2020","7/17/2020","MGM","MGM Resorts
CUSIP: 552953101","Sell","0.012101","$17.84","$0.22"
"7/14/2020","7/14/2020","7/16/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","2","$12.27","($24.54)"
"7/14/2020","7/14/2020","7/15/2020","NIO","NIO 7/17/2020 Call $15.50","STO","1","$0.25","$24.98"
"7/13/2020","7/13/2020","7/14/2020","NIO","NIO 7/17/2020 Put $11.00","STC","2","$0.07","$13.98"
"7/13/2020","7/13/2020","7/14/2020","NIO","NIO 7/17/2020 Put $11.00","BTO","1","$0.08","($8.00)"
"7/13/2020","7/13/2020","7/15/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","1","$13.15","($13.15)"
"7/13/2020","7/13/2020","7/15/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","4","$13.18","($52.72)"
"7/13/2020","7/13/2020","7/15/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","10","$13.38","($133.80)"
"7/13/2020","7/13/2020","7/14/2020","NIO","NIO 7/17/2020 Call $19.00","BTC","1","$0.57","($57.00)"
"7/13/2020","7/13/2020","7/14/2020","NIO","NIO 7/17/2020 Call $17.00","BTC","1","$1.47","($147.00)"
"7/13/2020","7/13/2020","7/14/2020","NIO","NIO 7/24/2020 Call $19.00","STO","1","$1.71","$170.98"
"7/13/2020","7/13/2020","7/15/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","25","$13.68","($342.13)"
"7/13/2020","7/13/2020","7/14/2020","MGM","MGM 7/17/2020 Call $17.50","STO","1","$0.26","$25.98"
"7/13/2020","7/13/2020","7/14/2020","NIO","NIO 7/17/2020 Call $19.00","STO","1","$0.59","$58.98"
"7/10/2020","7/10/2020","7/13/2020","MGM","Option Expiration for MGM 7/10/2020 Call $17.50","OEXP","1","",""
"7/10/2020","7/10/2020","7/13/2020","NIO","Option Expiration for NIO 7/10/2020 Call $16.00","OEXP","1","",""
"7/10/2020","7/10/2020","7/13/2020","NIO","NIO 7/17/2020 Call $21.00","STC","1","$0.29","$28.98"
"7/10/2020","7/10/2020","7/13/2020","NIO","NIO 7/17/2020 Put $11.00","BTO","1","$0.30","($30.00)"
"7/9/2020","7/9/2020","7/10/2020","NIO","NIO 7/17/2020 Call $21.00","BTO","1","$0.37","($37.00)"
"7/9/2020","7/9/2020","7/13/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","25","$13.97","($349.25)"
"7/9/2020","7/9/2020","7/13/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","25","$13.93","($348.25)"
"7/9/2020","7/9/2020","7/13/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","25","$14.25","($356.25)"
"7/9/2020","7/9/2020","7/13/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","13","$14.50","($188.50)"
"7/9/2020","7/9/2020","7/13/2020","LCA","Landcadia Holdings II
CUSIP: 51476X105","Buy","12","$14.50","($174.00)"
"7/9/2020","7/9/2020","7/10/2020","NIO","NIO 7/17/2020 Call $17.00","STO","1","$0.91","$90.98"
"7/9/2020","7/9/2020","7/10/2020","NIO","NIO 7/17/2020 Call $20.00","BTC","1","$0.34","($34.00)"
"7/9/2020","7/9/2020","7/10/2020","NIO","NIO 7/10/2020 Call $16.00","STO","1","$0.15","$14.98"
"7/9/2020","7/9/2020","7/10/2020","NIO","NIO 7/17/2020 Call $21.00","STC","1","$0.42","$41.98"
"7/9/2020","7/9/2020","7/10/2020","NIO","NIO 7/10/2020 Call $17.00","BTC","1","$0.13","($13.00)"
"7/8/2020","7/8/2020","7/9/2020","NIO","NIO 7/17/2020 Call $21.00","BTO","1","$0.31","($31.00)"
"7/8/2020","7/8/2020","7/9/2020","NIO","NIO 7/10/2020 Call $16.00","BTC","1","$0.92","($92.00)"
"7/8/2020","7/8/2020","7/9/2020","NIO","NIO 7/17/2020 Call $20.00","STO","1","$1.22","$121.98"
"7/8/2020","7/8/2020","7/9/2020","NIO","NIO 7/10/2020 Call $17.00","STO","1","$0.58","$57.98"
"7/8/2020","7/8/2020","7/8/2020","IVR","CIL on 0.419 @ $3.65 - IVR","CIL","","","$1.53"
"7/7/2020","7/7/2020","7/8/2020","NIO","NIO 7/10/2020 Call $16.00","STO","1","$0.56","$55.98"
"7/7/2020","7/7/2020","7/8/2020","NIO","NIO 7/10/2020 Call $15.00","STC","1","$0.46","$45.98"
"7/7/2020","7/7/2020","7/9/2020","NIO","NIO
CUSIP: 62914V106","Buy","100","$10.99","($1,099.00)"
"7/7/2020","7/7/2020","7/8/2020","MGM","MGM 7/10/2020 Call $17.50","STO","1","$0.18","$17.98"
"7/6/2020","7/6/2020","7/7/2020","NIO","NIO 7/10/2020 Call $15.00","BTO","1","$0.34","($34.00)"
"7/6/2020","7/6/2020","7/7/2020","NIO","NIO 7/10/2020 Call $15.00","BTC","1","$0.46","($46.00)"
"7/6/2020","7/6/2020","7/7/2020","MGM","MGM 7/10/2020 Call $18.50","BTC","1","$0.09","($9.00)"
"7/6/2020","7/6/2020","7/7/2020","NIO","NIO 7/10/2020 Call $15.00","STO","1","$1.09","$108.98"
"7/6/2020","7/6/2020","7/7/2020","MGM","MGM 7/10/2020 Call $18.50","STO","1","$0.28","$27.98"
"7/2/2020","7/2/2020","7/6/2020","DAL","DAL 7/2/2020 Call $27.00","OASGN","1","",""
"7/2/2020","7/2/2020","7/7/2020","DAL","Delta Air Lines
CUSIP: 247361702
1 DAL Option Assigned","Sell","100","$27.00","$2,699.93"
"7/2/2020","7/2/2020","7/2/2020","VOO","Cash Div: R/D 2020-06-30 P/D 2020-07-02 - 0.306677 shares at 1.4333","CDIV","","","$0.44"
"7/2/2020","7/2/2020","7/7/2020","NIO","NIO
CUSIP: 62914V106","Buy","30","$9.25","($277.50)"
"7/2/2020","7/2/2020","7/7/2020","MSFT","Microsoft
CUSIP: 594918104","Sell","0.269164","$207.37","$55.82"
"7/2/2020","7/2/2020","7/7/2020","MSFT","Microsoft
CUSIP: 594918104","Sell","1","$207.38","$207.38"
"7/2/2020","7/2/2020","7/7/2020","NIO","NIO
CUSIP: 62914V106","Buy","10","$9.27","($92.70)"
"7/2/2020","7/2/2020","7/7/2020","NIO","NIO
CUSIP: 62914V106","Buy","30","$9.30","($279.00)"
"7/2/2020","7/2/2020","7/7/2020","IVR","Invesco Mortgage Capital
CUSIP: 46131B100","Sell","100","$3.52","$352.23"
"7/2/2020","7/2/2020","7/7/2020","NIO","NIO
CUSIP: 62914V106","Buy","5","$9.25","($46.24)"
"7/2/2020","7/2/2020","7/6/2020","MGM","MGM 7/10/2020 Call $18.50","BTC","1","$0.21","($21.00)"
"7/2/2020","7/2/2020","7/7/2020","NIO","NIO
CUSIP: 62914V106","Buy","25","$8.94","($223.44)"
"7/2/2020","7/2/2020","7/7/2020","VOO","Vanguard S&P 500 ETF
CUSIP: 922908363","Sell","0.306677","$287.36","$88.13"
"7/2/2020","7/2/2020","7/6/2020","MGM","MGM 7/10/2020 Call $18.50","STO","1","$0.35","$34.98"
"7/2/2020","7/2/2020","7/6/2020","MGM","MGM 7/2/2020 Call $18.50","BTC","1","$0.04","($4.00)"
"7/2/2020","7/2/2020","7/6/2020","IVR","IVR 10/16/2020 Call $4.00","BTC","1","$0.60","($60.00)"
"7/1/2020","7/1/2020","7/6/2020","IVR","Invesco Mortgage Capital
CUSIP: 46131B100","Sell","25","$3.78","$94.56"
"7/1/2020","7/1/2020","7/2/2020","NIO","NIO 7/24/2020 Call $10.00","STC","3","$0.40","$119.98"
"6/30/2020","6/30/2020","6/30/2020","IVR","Invesco Mortgage Capital
CUSIP: 46131B100","SDIV","25","",""
"6/30/2020","6/30/2020","6/30/2020","IVR","Cash Div: R/D 2020-05-21 P/D 2020-06-30 - 260 shares at 0.055807","CDIV","","","$14.51"
"6/30/2020","6/30/2020","6/30/2020","BPY","Cash Div: R/D 2020-05-29 P/D 2020-06-30 - 100 shares at 0.031","CDIV","","","$3.10"
"6/30/2020","6/30/2020","6/30/2020","BPY","Return of Capital: R/D 2020-05-29 P/D 2020-06-30 - 100 shares at 0.1812","ROC","","","$18.12"
"6/30/2020","6/30/2020","6/30/2020","BPY","Cash Div: R/D 2020-05-29 P/D 2020-06-30 - 100 shares at 0.0033","CDIV","","","$0.33"
"6/30/2020","6/30/2020","6/30/2020","BPY","Cash Div: R/D 2020-05-29 P/D 2020-06-30 - 100 shares at 0.0618","CDIV","","","$6.18"
"6/30/2020","6/30/2020","6/30/2020","BPY","Cash Div: R/D 2020-05-29 P/D 2020-06-30 - 100 shares at 0.0552","CDIV","","","$5.52"
"6/30/2020","6/30/2020","7/1/2020","NIO","NIO 7/24/2020 Call $10.00","BTO","3","$0.35","($105.00)"
"6/29/2020","6/29/2020","6/30/2020","MGM","MGM 7/2/2020 Call $18.50","STO","1","$0.15","$14.98"
"6/29/2020","6/29/2020","6/30/2020","MGM","MGM 7/2/2020 Call $18.00","BTC","1","$0.24","($24.00)"
"6/29/2020","6/29/2020","6/30/2020","IVR","IVR 10/16/2020 Call $4.00","STO","1","$0.60","$59.98"
"6/29/2020","6/29/2020","6/30/2020","IVR","IVR 10/16/2020 Call $5.00","BTC","1","$0.40","($40.00)"
"6/26/2020","6/26/2020","6/29/2020","DAL","DAL 7/2/2020 Call $27.00","STO","1","$0.91","$90.98"
"6/26/2020","6/26/2020","6/29/2020","DAL","DAL 7/2/2020 Call $29.00","BTC","1","$0.35","($35.00)"
"6/26/2020","6/26/2020","6/29/2020","DAL","DAL 7/2/2020 Call $29.00","STO","1","$0.50","$49.98"
"6/26/2020","6/26/2020","6/30/2020","DAL","Delta Air Lines
CUSIP: 247361702","Buy","20","$26.93","($538.60)"
"6/26/2020","6/26/2020","6/26/2020","","ACH Deposit","ACH","","","$100.00"
"6/26/2020","6/26/2020","6/30/2020","DAL","Delta Air Lines
CUSIP: 247361702","Buy","1","$26.91","($26.91)"
"6/26/2020","6/26/2020","6/30/2020","DAL","Delta Air Lines
CUSIP: 247361702","Buy","37","$26.91","($995.67)"
"6/26/2020","6/26/2020","6/30/2020","DAL","Delta Air Lines
CUSIP: 247361702","Buy","2","$26.91","($53.82)"
"6/26/2020","6/26/2020","6/30/2020","DAL","Delta Air Lines
CUSIP: 247361702","Buy","1","$26.98","($26.98)"
"6/26/2020","6/26/2020","6/30/2020","DAL","Delta Air Lines
CUSIP: 247361702","Buy","19","$26.98","($512.62)"
"6/26/2020","6/26/2020","6/30/2020","DAL","Delta Air Lines
CUSIP: 247361702","Buy","20","$26.98","($539.60)"
"6/25/2020","6/25/2020","6/26/2020","MGM","MGM 7/2/2020 Call $18.00","STO","1","$0.36","$35.98"
"6/25/2020","6/25/2020","6/26/2020","MGM","MGM 6/26/2020 Call $18.50","BTC","1","$0.05","($5.00)"
"6/24/2020","6/24/2020","6/25/2020","MGM","MGM 6/26/2020 Call $18.50","STO","1","$0.16","$15.98"
"6/24/2020","6/24/2020","6/25/2020","MGM","MGM 6/26/2020 Call $19.50","BTC","1","$0.07","($7.00)"
"6/24/2020","6/24/2020","6/26/2020","O","Realty Income
CUSIP: 756109104","Sell","2","$58.68","$117.36"
"6/24/2020","6/24/2020","6/26/2020","O","Realty Income
CUSIP: 756109104","Sell","0.025237","$58.70","$1.48"
"6/23/2020","6/23/2020","6/24/2020","MGM","MGM 6/26/2020 Call $19.50","STO","1","$0.18","$17.98"
"6/22/2020","6/22/2020","6/24/2020","JETS","US Global Jets ETF
CUSIP: 26922A842","Sell","100","$17.18","$1,717.45"
"6/22/2020","6/22/2020","6/23/2020","IVR","IVR 10/16/2020 Call $5.00","STO","1","$0.65","$64.98"
"6/22/2020","6/22/2020","6/24/2020","IVR","Invesco Mortgage Capital
CUSIP: 46131B100","Sell","100","$4.12","$411.99"
"6/22/2020","6/22/2020","6/23/2020","IVR","IVR 7/17/2020 Call $5.00","BTC","1","$0.30","($30.00)"
"6/19/2020","6/19/2020","6/22/2020","JETS","Option Expiration for JETS 6/19/2020 Call $19.50","OEXP","1","",""
"6/19/2020","6/19/2020","6/22/2020","IVR","Option Expiration for IVR 6/19/2020 Call $6.00","OEXP","1","",""
"6/19/2020","6/19/2020","6/22/2020","MGM","MGM 6/19/2020 Call $21.00","BTC","1","$0.01","($1.00)"
"6/19/2020","6/19/2020","6/22/2020","IVR","IVR 7/17/2020 Call $5.00","STO","1","$0.50","$49.98"
"6/17/2020","6/17/2020","6/18/2020","MGM","MGM 6/19/2020 Call $21.00","STO","1","$0.12","$11.98"
"6/17/2020","6/17/2020","6/18/2020","IVR","IVR 6/19/2020 Call $6.00","STO","1","$0.05","$4.98"
"6/16/2020","6/16/2020","6/17/2020","MGM","MGM 6/19/2020 Call $21.00","BTC","1","$0.32","($32.00)"
"6/16/2020","6/16/2020","6/18/2020","O","Realty Income
CUSIP: 756109104
Bulk Equity Order Allocation Execution","Buy","0.007233","$64.98","($0.47)"
"6/16/2020","6/16/2020","6/18/2020","MGM","MGM Resorts
CUSIP: 552953101
Bulk Equity Order Allocation Execution","Buy","0.012101","$20.66","($0.25)"
"6/15/2020","6/15/2020","6/15/2020","O","Cash Div: R/D 2020-06-01 P/D 2020-06-15 - 2.018004 shares at 0.233","CDIV","","","$0.47"
"6/15/2020","6/15/2020","6/15/2020","MGM","Cash Div: R/D 2020-06-10 P/D 2020-06-15 - 100 shares at 0.0025","CDIV","","","$0.25"
"6/15/2020","6/15/2020","6/16/2020","MGM","MGM 6/19/2020 Call $21.00","STO","1","$0.34","$33.98"
"6/15/2020","6/15/2020","6/16/2020","JETS","JETS 6/19/2020 Call $19.50","STO","1","$0.25","$24.98"
"6/12/2020","6/12/2020","6/15/2020","JETS","Option Expiration for JETS 6/12/2020 Call $18.50","OEXP","1","",""
"6/12/2020","6/12/2020","6/15/2020","MGM","Option Expiration for MGM 6/12/2020 Call $20.50","OEXP","1","",""
"6/12/2020","6/12/2020","6/15/2020","IVR","IVR 6/19/2020 Call $6.00","BTC","1","$0.20","($20.00)"
"6/12/2020","6/12/2020","6/16/2020","MSFT","Microsoft
CUSIP: 594918104
Bulk Equity Order Allocation Execution","Buy","0.005354","$190.50","($1.02)"
"6/11/2020","6/11/2020","6/11/2020","MSFT","Cash Div: R/D 2020-05-21 P/D 2020-06-11 - 2 shares at 0.51","CDIV","","","$1.02"
"6/11/2020","6/11/2020","6/12/2020","JETS","JETS 6/12/2020 Call $18.50","STO","1","$0.10","$9.98"
"6/11/2020","6/11/2020","6/15/2020","JETS","US Global Jets ETF
CUSIP: 26922A842","Buy","65","$16.95","($1,101.75)"
"6/11/2020","6/11/2020","6/12/2020","MGM","MGM 6/12/2020 Call $20.50","STO","1","$0.11","$10.98"
"6/11/2020","6/11/2020","6/12/2020","IVR","IVR 6/19/2020 Call $6.00","STO","1","$0.26","$25.98"
"6/11/2020","6/11/2020","6/15/2020","BPY","Brookfield Property
CUSIP: G16249107","Sell","100","$10.90","$1,089.96"
"6/11/2020","6/11/2020","6/15/2020","JETS","US Global Jets ETF
CUSIP: 26922A842","Buy","10","$17.57","($175.70)"
"6/11/2020","6/11/2020","6/15/2020","JETS","US Global Jets ETF
CUSIP: 26922A842","Buy","24","$17.11","($410.64)"
